manifest_index,pbs_array_index,action,n,d,x,N,seed,method,simulator,run_id,config_path,output_dir,validation_curve,validation_curve_plot,predicted_u_mean_cov,samples_10k,posterior_samples_pkl,metrics,timing_metadata,stdout_log,stderr_log,reuse_source_output_dir,reuse_marker_path,reuse_compatible,collision_status,notes
100,100,run,500,11,25,1512500,100,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed100_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed100_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed100_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed100_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed100_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed100_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed100_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed100_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed100_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed100_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed100_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed100_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
101,101,run,500,11,50,3025000,0,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed0_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed0_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed0_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed0_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed0_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed0_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed0_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed0_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed0_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed0_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed0_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed0_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
102,102,run,500,11,50,3025000,1,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed1_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed1_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed1_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed1_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed1_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed1_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed1_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed1_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed1_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed1_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed1_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed1_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
103,103,run,500,11,50,3025000,2,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed2_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed2_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed2_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed2_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed2_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed2_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed2_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed2_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed2_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed2_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed2_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed2_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
104,104,run,500,11,50,3025000,3,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed3_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed3_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed3_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed3_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed3_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed3_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed3_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed3_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed3_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed3_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed3_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed3_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
105,105,run,500,11,50,3025000,4,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed4_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed4_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed4_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed4_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed4_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed4_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed4_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed4_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed4_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed4_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed4_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed4_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
106,106,run,500,11,50,3025000,5,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed5_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed5_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed5_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed5_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed5_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed5_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed5_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed5_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed5_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed5_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed5_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed5_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
107,107,run,500,11,50,3025000,6,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed6_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed6_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed6_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed6_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed6_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed6_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed6_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed6_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed6_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed6_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed6_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed6_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
108,108,run,500,11,50,3025000,7,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed7_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed7_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed7_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed7_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed7_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed7_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed7_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed7_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed7_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed7_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed7_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed7_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
109,109,run,500,11,50,3025000,8,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed8_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed8_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed8_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed8_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed8_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed8_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed8_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed8_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed8_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed8_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed8_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed8_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
110,110,run,500,11,50,3025000,9,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed9_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed9_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed9_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed9_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed9_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed9_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed9_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed9_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed9_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed9_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed9_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed9_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
111,111,run,500,11,50,3025000,10,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed10_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed10_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed10_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed10_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed10_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed10_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed10_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed10_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed10_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed10_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed10_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed10_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
112,112,run,500,11,50,3025000,11,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed11_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed11_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed11_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed11_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed11_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed11_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed11_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed11_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed11_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed11_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed11_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed11_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
113,113,run,500,11,50,3025000,12,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed12_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed12_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed12_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed12_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed12_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed12_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed12_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed12_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed12_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed12_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed12_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed12_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
114,114,run,500,11,50,3025000,13,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed13_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed13_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed13_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed13_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed13_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed13_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed13_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed13_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed13_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed13_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed13_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed13_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
115,115,run,500,11,50,3025000,14,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed14_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed14_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed14_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed14_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed14_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed14_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed14_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed14_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed14_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed14_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed14_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed14_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
116,116,run,500,11,50,3025000,15,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed15_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed15_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed15_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed15_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed15_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed15_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed15_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed15_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed15_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed15_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed15_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed15_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
117,117,run,500,11,50,3025000,16,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed16_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed16_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed16_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed16_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed16_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed16_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed16_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed16_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed16_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed16_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed16_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed16_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
118,118,run,500,11,50,3025000,17,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed17_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed17_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed17_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed17_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed17_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed17_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed17_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed17_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed17_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed17_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed17_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed17_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
